Large Lines,OK,,,,,,,,,
,,,,,,,,,,
Row Labels,Sum of Shipped Quantity,%,Cumul %,Classification,Days on Hand,Daily Demand,Units on Hand,Item Cube,Cube on Hand,Bins Needed
893972,20,0.0%,61.5%,A,3,1,2,0.022557292,0.1,1
964081,20,0.0%,61.5%,A,3,1,2,0.061614583,0.1,1
910436,20,0.0%,61.5%,A,3,1,2,0.025390625,0.1,1
878325,20,0.0%,61.5%,A,3,1,2,0.0511875,0.1,1
878808,20,0.0%,61.5%,A,3,1,2,0.160282986,0.4,1
920941,20,0.0%,61.5%,A,3,1,2,0.194282407,0.4,1
928438,20,0.0%,61.5%,A,3,1,2,0.071041667,0.2,1
978822,20,0.0%,61.5%,A,3,1,2,0.13990625,0.3,1
928561,20,0.0%,61.5%,A,3,1,2,0.074350694,0.2,1
888735,20,0.0%,61.5%,A,3,1,2,0.0511875,0.1,1
894249,20,0.0%,61.5%,A,3,1,2,0.0175,0.0,1
958751,20,0.0%,61.5%,A,3,1,2,0.199652778,0.5,1
928747,20,0.0%,61.5%,A,3,1,2,0.010208333,0.0,1
963735,20,0.0%,61.5%,A,3,1,2,0.027942708,0.1,1
913627,20,0.0%,61.5%,A,3,1,2,0.020173611,0.0,1
965548,20,0.0%,61.5%,A,3,1,2,0.219829282,0.5,1
877788,20,0.0%,61.5%,A,3,1,2,0.013222222,0.0,1
880639,20,0.0%,61.5%,A,3,1,2,0.099,0.2,1
913761,20,0.0%,61.5%,A,3,1,2,0.040611111,0.1,1
974705,20,0.0%,61.5%,A,3,1,2,0.025833333,0.1,1
932379,20,0.0%,61.5%,A,3,1,2,0.078388889,0.2,1
891670,20,0.0%,61.5%,A,3,1,2,0.04375,0.1,1
932580,20,0.0%,61.5%,A,3,1,2,0.07559375,0.2,1
906029,20,0.0%,61.5%,A,3,1,2,0.1425,0.3,1
913763,20,0.0%,61.5%,A,3,1,2,0.090222222,0.2,1
887118,20,0.0%,61.5%,A,3,1,2,0.107402778,0.2,1
894677,20,0.0%,61.5%,A,3,1,2,0.0118125,0.0,1
922813,20,0.0%,61.5%,A,3,1,2,0.14875,0.3,1
932795,20,0.0%,61.5%,A,3,1,2,0.026479167,0.1,1
979298,20,0.0%,61.6%,A,3,1,2,0.27474537,0.6,1
882065,20,0.0%,61.6%,A,3,1,2,0.149833333,0.3,1
981310,20,0.0%,61.6%,A,3,1,2,0.157378472,0.4,1
877926,20,0.0%,61.6%,A,3,1,2,0.045260417,0.1,1
904758,20,0.0%,61.6%,A,3,1,2,0.012213542,0.0,1
934132,20,0.0%,61.6%,A,3,1,2,0.026479167,0.1,1
961377,20,0.0%,61.6%,A,3,1,2,0.318229167,0.7,1
934204,20,0.0%,61.6%,A,3,1,2,0.040833333,0.1,1
908007,20,0.0%,61.6%,A,3,1,2,0.014972222,0.0,1
935133,20,0.0%,61.6%,A,3,1,2,0.335,0.8,1
963767,20,0.0%,61.6%,A,3,1,2,0.425012153,1.0,1
935160,20,0.0%,61.6%,A,3,1,2,0.079731481,0.2,1
964817,20,0.0%,61.6%,A,3,1,2,0.289443287,0.7,1
914265,20,0.0%,61.6%,A,3,1,2,0.127155671,0.3,1
905864,20,0.0%,61.6%,A,3,1,2,0.011397569,0.0,1
940768,20,0.0%,61.6%,A,3,1,2,0.277604167,0.6,1
969857,20,0.0%,61.6%,A,3,1,2,0.2603125,0.6,1
881819,20,0.0%,61.6%,A,3,1,2,0.043333333,0.1,1
973409,20,0.0%,61.6%,A,3,1,2,0.250972222,0.6,1
914309,20,0.0%,61.6%,A,3,1,2,0.016724537,0.0,1
919427,20,0.0%,61.6%,A,3,1,2,0.066305556,0.2,1
914319,20,0.0%,61.6%,A,3,1,2,0.123,0.3,1
975032,20,0.0%,61.6%,A,3,1,2,0.283773148,0.7,1
896108,20,0.0%,61.6%,A,3,1,2,0.032846065,0.1,1
919752,20,0.0%,61.6%,A,3,1,2,0.263625,0.6,1
944529,20,0.0%,61.6%,A,3,1,2,0.460472222,1.1,1
891712,20,0.0%,61.6%,A,3,1,2,0.035283565,0.1,1
945255,20,0.0%,61.6%,A,3,1,2,0.205427083,0.5,1
976975,20,0.0%,61.6%,A,3,1,2,0.049595486,0.1,1
890823,20,0.0%,61.6%,A,3,1,2,0.013291667,0.0,1
977175,20,0.0%,61.6%,A,3,1,2,0.255052083,0.6,1
945644,20,0.0%,61.6%,A,3,1,2,0.329190394,0.8,1
906031,20,0.0%,61.6%,A,3,1,2,0.030810185,0.1,1
946316,20,0.0%,61.6%,A,3,1,2,0.224456019,0.5,1
978242,20,0.0%,61.6%,A,3,1,2,0.227840278,0.5,1
947468,20,0.0%,61.6%,A,3,1,2,0.338722222,0.8,1
892888,20,0.0%,61.6%,A,3,1,2,0.007190394,0.0,1
905675,20,0.0%,61.6%,A,3,1,2,0.015367477,0.0,1
979116,20,0.0%,61.6%,A,3,1,2,0.407291667,0.9,1
947664,20,0.0%,61.6%,A,3,1,2,0.283773148,0.7,1
979269,20,0.0%,61.6%,A,3,1,2,0.298863426,0.7,1
948973,20,0.0%,61.6%,A,3,1,2,0.366564236,0.8,1
877707,20,0.0%,61.6%,A,3,1,2,0.163259259,0.4,1
905693,20,0.0%,61.6%,A,3,1,2,0.0078125,0.0,1
980531,20,0.0%,61.6%,A,3,1,2,0.24984375,0.6,1
955379,20,0.0%,61.6%,A,3,1,2,0.272109375,0.6,1
981612,20,0.0%,61.6%,A,3,1,2,0.338722222,0.8,1
955490,20,0.0%,61.6%,A,3,1,2,0.338722222,0.8,1
956737,20,0.0%,61.6%,A,3,1,2,0.269347222,0.6,1
877011,20,0.0%,61.7%,A,3,1,2,0.014469907,0.0,1
872156,20,0.0%,61.7%,A,3,1,2,0.021638889,0.0,1
782486,20,0.0%,61.7%,A,3,1,2,0.194322917,0.4,1
728007,20,0.0%,61.7%,A,3,1,2,0.365231481,0.8,1
863341,20,0.0%,61.7%,A,3,1,2,0.0463125,0.1,1
714673,20,0.0%,61.7%,A,3,1,2,0.293015625,0.7,1
708591,20,0.0%,61.7%,A,3,1,2,0.365231481,0.8,1
805048,20,0.0%,61.7%,A,3,1,2,0.257213542,0.6,1
700529,20,0.0%,61.7%,A,3,1,2,0.27474537,0.6,1
723678,20,0.0%,61.7%,A,3,1,2,0.350115741,0.8,1
699024,20,0.0%,61.7%,A,3,1,2,0.370023148,0.9,1
830621,20,0.0%,61.7%,A,3,1,2,0.1875,0.4,1
833916,20,0.0%,61.7%,A,3,1,2,0.050538194,0.1,1
871922,20,0.0%,61.7%,A,3,1,2,0.043706597,0.1,1
740288,20,0.0%,61.7%,A,3,1,2,0.108463542,0.3,1
697704,20,0.0%,61.7%,A,3,1,2,0.346305556,0.8,1
797192,20,0.0%,61.7%,A,3,1,2,0.271435185,0.6,1
801573,20,0.0%,61.7%,A,3,1,2,0.157378472,0.4,1
867180,20,0.0%,61.7%,A,3,1,2,0.086892361,0.2,1
780873,20,0.0%,61.7%,A,3,1,2,0.2625,0.6,1
858511,20,0.0%,61.7%,A,3,1,2,0.035885417,0.1,1
870311,20,0.0%,61.7%,A,3,1,2,0.037299769,0.1,1
825160,20,0.0%,61.7%,A,3,1,2,0.019461806,0.0,1
813609,20,0.0%,61.7%,A,3,1,2,0.303206019,0.7,1
825189,20,0.0%,61.7%,A,3,1,2,0.026736111,0.1,1
830722,20,0.0%,61.7%,A,3,1,2,0.264444444,0.6,1
725602,20,0.0%,61.7%,A,3,1,2,0.277604167,0.6,1
714621,20,0.0%,61.7%,A,3,1,2,0.328020833,0.8,1
831749,20,0.0%,61.7%,A,3,1,2,0.311458333,0.7,1
698640,20,0.0%,61.7%,A,3,1,2,0.271435185,0.6,1
755084,20,0.0%,61.7%,A,3,1,2,0.261203704,0.6,1
872353,20,0.0%,61.7%,A,3,1,2,0.018638889,0.0,1
867809,20,0.0%,61.7%,A,3,1,2,0.129962963,0.3,1
872582,20,0.0%,61.7%,A,3,1,2,0.0463125,0.1,1
828662,20,0.0%,61.7%,A,3,1,2,0.055,0.1,1
863266,20,0.0%,61.7%,A,3,1,2,0.060166667,0.1,1
803099,20,0.0%,61.7%,A,3,1,2,0.302589699,0.7,1
873362,20,0.0%,61.7%,A,3,1,2,0.029333333,0.1,1
712563,20,0.0%,61.7%,A,3,1,2,0.277604167,0.6,1
715870,20,0.0%,61.7%,A,3,1,2,0.18703125,0.4,1
719698,20,0.0%,61.7%,A,3,1,2,0.466666667,1.1,1
780849,20,0.0%,61.7%,A,3,1,2,0.321041667,0.7,1
815292,20,0.0%,61.7%,A,3,1,2,0.328020833,0.8,1
836164,20,0.0%,61.7%,A,3,1,2,0.070277778,0.2,1
698271,20,0.0%,61.7%,A,3,1,2,0.268125,0.6,1
858045,20,0.0%,61.7%,A,3,1,2,0.135868056,0.3,1
689418,20,0.0%,61.7%,A,3,1,2,0.387831597,0.9,1
859002,20,0.0%,61.7%,A,3,1,2,0.07462963,0.2,1
831916,20,0.0%,61.8%,A,3,1,2,0.067866319,0.2,1
864430,20,0.0%,61.8%,A,3,1,2,0.115385417,0.3,1
717031,20,0.0%,61.8%,A,3,1,2,0.29521875,0.7,1
870689,20,0.0%,61.8%,A,3,1,2,0.025259259,0.1,1
780818,20,0.0%,61.8%,A,3,1,2,0.277604167,0.6,1
697693,20,0.0%,61.8%,A,3,1,2,0.2803125,0.6,1
803658,20,0.0%,61.8%,A,3,1,2,0.368344907,0.9,1
713719,20,0.0%,61.8%,A,3,1,2,0.329190394,0.8,1
803993,20,0.0%,61.8%,A,3,1,2,0.227635417,0.5,1
715467,20,0.0%,61.8%,A,3,1,2,0.379835069,0.9,1
727079,20,0.0%,61.8%,A,3,1,2,0.48125,1.1,1
759014,20,0.0%,61.8%,A,3,1,2,0.37453125,0.9,1
696639,20,0.0%,61.8%,A,3,1,2,0.44234375,1.0,1
862698,20,0.0%,61.8%,A,3,1,2,0.04875,0.1,1
763341,20,0.0%,61.8%,A,3,1,2,0.424305556,1.0,1
704909,20,0.0%,61.8%,A,3,1,2,0.305222222,0.7,1
869072,20,0.0%,61.8%,A,3,1,2,0.035,0.1,1
872370,20,0.0%,61.8%,A,3,1,2,0.11403125,0.3,1
757052,20,0.0%,61.8%,A,3,1,2,0.354512731,0.8,1
811319,20,0.0%,61.8%,A,3,1,2,0.363842014,0.8,1
748464,20,0.0%,61.8%,A,3,1,2,0.331665509,0.8,1
694735,20,0.0%,61.8%,A,3,1,2,0.366564236,0.8,1
727899,20,0.0%,61.8%,A,3,1,2,0.338954861,0.8,1
778691,20,0.0%,61.8%,A,3,1,2,0.365231481,0.8,1
869135,20,0.0%,61.8%,A,3,1,2,0.009305556,0.0,1
872993,20,0.0%,61.8%,A,3,1,2,0.014838542,0.0,1
729869,20,0.0%,61.8%,A,3,1,2,0.318490741,0.7,1
713463,20,0.0%,61.8%,A,3,1,2,0.33280787,0.8,1
693176,20,0.0%,61.8%,A,3,1,2,0.430125,1.0,1
716608,20,0.0%,61.8%,A,3,1,2,0.272109375,0.6,1
830204,20,0.0%,61.8%,A,3,1,2,0.096791667,0.2,1
844177,20,0.0%,61.8%,A,3,1,2,0.403848958,0.9,1
758277,20,0.0%,61.8%,A,3,1,2,0.219829282,0.5,1
874360,20,0.0%,61.8%,A,3,1,2,0.04362963,0.1,1
804611,20,0.0%,61.8%,A,3,1,2,0.128090278,0.3,1
777373,20,0.0%,61.8%,A,3,1,2,0.277604167,0.6,1
729874,20,0.0%,61.8%,A,3,1,2,0.3245,0.7,1
803429,20,0.0%,61.8%,A,3,1,2,0.153428819,0.4,1
713559,20,0.0%,61.8%,A,3,1,2,0.27474537,0.6,1
762268,20,0.0%,61.8%,A,3,1,2,0.418287037,1.0,1
714766,20,0.0%,61.8%,A,3,1,2,0.08237963,0.2,1
837543,20,0.0%,61.8%,A,3,1,2,0.137850694,0.3,1
557326,20,0.0%,61.8%,A,3,1,2,0.35984375,0.8,1
514550,20,0.0%,61.8%,A,3,1,2,0.322186343,0.7,1
499331,20,0.0%,61.8%,A,3,1,2,0.267838542,0.6,1
577385,20,0.0%,61.8%,A,3,1,2,0.417326389,1.0,1
446151,20,0.0%,61.8%,A,3,1,2,0.335310185,0.8,1
470864,20,0.0%,61.8%,A,3,1,2,0.260944444,0.6,1
610793,20,0.0%,61.9%,A,3,1,2,0.145347222,0.3,1
663167,20,0.0%,61.9%,A,3,1,2,0.157378472,0.4,1
667847,20,0.0%,61.9%,A,3,1,2,0.222415509,0.5,1
579609,20,0.0%,61.9%,A,3,1,2,0.129973958,0.3,1
447060,20,0.0%,61.9%,A,3,1,2,0.373171296,0.9,1
663413,20,0.0%,61.9%,A,3,1,2,0.187777778,0.4,1
469442,20,0.0%,61.9%,A,3,1,2,0.336615741,0.8,1
663556,20,0.0%,61.9%,A,3,1,2,0.18646875,0.4,1
674448,20,0.0%,61.9%,A,3,1,2,0.297748264,0.7,1
663698,20,0.0%,61.9%,A,3,1,2,0.254527778,0.6,1
687772,20,0.0%,61.9%,A,3,1,2,0.331665509,0.8,1
457923,20,0.0%,61.9%,A,3,1,2,0.296633102,0.7,1
506836,20,0.0%,61.9%,A,3,1,2,0.188296875,0.4,1
511340,20,0.0%,61.9%,A,3,1,2,0.312666667,0.7,1
668337,20,0.0%,61.9%,A,3,1,2,0.335310185,0.8,1
664469,20,0.0%,61.9%,A,3,1,2,0.271435185,0.6,1
453258,20,0.0%,61.9%,A,3,1,2,0.259375,0.6,1
453974,20,0.0%,61.9%,A,3,1,2,0.270052083,0.6,1
514552,20,0.0%,61.9%,A,3,1,2,0.329190394,0.8,1
664505,20,0.0%,61.9%,A,3,1,2,0.336194444,0.8,1
471180,20,0.0%,61.9%,A,3,1,2,0.114074074,0.3,1
589089,20,0.0%,61.9%,A,3,1,2,0.276328125,0.6,1
657986,20,0.0%,61.9%,A,3,1,2,0.365231481,0.8,1
664896,20,0.0%,61.9%,A,3,1,2,0.124902778,0.3,1
501658,20,0.0%,61.9%,A,3,1,2,0.256666667,0.6,1
522379,20,0.0%,61.9%,A,3,1,2,0.083850694,0.2,1
660681,20,0.0%,61.9%,A,3,1,2,0.366564236,0.8,1
589378,20,0.0%,61.9%,A,3,1,2,0.2625,0.6,1
506487,20,0.0%,61.9%,A,3,1,2,0.256666667,0.6,1
490897,20,0.0%,61.9%,A,3,1,2,0.205427083,0.5,1
585911,20,0.0%,61.9%,A,3,1,2,0.23471875,0.5,1
630677,20,0.0%,61.9%,A,3,1,2,0.378388889,0.9,1
667396,20,0.0%,61.9%,A,3,1,2,0.185972222,0.4,1
665459,20,0.0%,61.9%,A,3,1,2,0.222415509,0.5,1
618710,20,0.0%,61.9%,A,3,1,2,0.277604167,0.6,1
454613,20,0.0%,61.9%,A,3,1,2,0.347277778,0.8,1
653339,20,0.0%,61.9%,A,3,1,2,0.416145833,1.0,1
622772,20,0.0%,61.9%,A,3,1,2,0.343777778,0.8,1
525140,20,0.0%,61.9%,A,3,1,2,0.132708333,0.3,1
589588,20,0.0%,61.9%,A,3,1,2,0.335,0.8,1
457975,20,0.0%,61.9%,A,3,1,2,0.422159722,1.0,1
498158,20,0.0%,61.9%,A,3,1,2,0.16328125,0.4,1
575798,20,0.0%,61.9%,A,3,1,2,0.366001157,0.8,1
589633,20,0.0%,61.9%,A,3,1,2,0.369201389,0.9,1
606079,20,0.0%,61.9%,A,3,1,2,0.299189815,0.7,1
463595,20,0.0%,61.9%,A,3,1,2,0.33280787,0.8,1
669666,20,0.0%,61.9%,A,3,1,2,0.185972222,0.4,1
581241,20,0.0%,61.9%,A,3,1,2,0.222083333,0.5,1
469125,20,0.0%,61.9%,A,3,1,2,0.205427083,0.5,1
666004,20,0.0%,62.0%,A,3,1,2,0.331665509,0.8,1
477448,20,0.0%,62.0%,A,3,1,2,0.434152199,1.0,1
453981,20,0.0%,62.0%,A,3,1,2,0.253611111,0.6,1
486070,20,0.0%,62.0%,A,3,1,2,0.361666667,0.8,1
666097,20,0.0%,62.0%,A,3,1,2,0.338722222,0.8,1
608860,20,0.0%,62.0%,A,3,1,2,0.299189815,0.7,1
632117,20,0.0%,62.0%,A,3,1,2,0.333131944,0.8,1
674161,20,0.0%,62.0%,A,3,1,2,0.280546875,0.6,1
666340,20,0.0%,62.0%,A,3,1,2,0.157378472,0.4,1
674438,20,0.0%,62.0%,A,3,1,2,0.304083333,0.7,1
512275,20,0.0%,62.0%,A,3,1,2,0.335,0.8,1
449534,20,0.0%,62.0%,A,3,1,2,0.185972222,0.4,1
503821,20,0.0%,62.0%,A,3,1,2,0.256666667,0.6,1
610263,20,0.0%,62.0%,A,3,1,2,0.2603125,0.6,1
623299,20,0.0%,62.0%,A,3,1,2,0.310287037,0.7,1
687753,20,0.0%,62.0%,A,3,1,2,0.331665509,0.8,1
475637,20,0.0%,62.0%,A,3,1,2,0.366564236,0.8,1
623738,20,0.0%,62.0%,A,3,1,2,0.36,0.8,1
603363,20,0.0%,62.0%,A,3,1,2,0.373171296,0.9,1
567131,20,0.0%,62.0%,A,3,1,2,0.379427083,0.9,1
623319,20,0.0%,62.0%,A,3,1,2,0.373842593,0.9,1
567358,20,0.0%,62.0%,A,3,1,2,0.338179398,0.8,1
523527,20,0.0%,62.0%,A,3,1,2,0.122148148,0.3,1
468205,20,0.0%,62.0%,A,3,1,2,0.375836806,0.9,1
497845,20,0.0%,62.0%,A,3,1,2,0.421476852,1.0,1
366765,20,0.0%,62.0%,A,3,1,2,0.259375,0.6,1
375338,20,0.0%,62.0%,A,3,1,2,0.236798611,0.5,1
312226,20,0.0%,62.0%,A,3,1,2,0.189648148,0.4,1
295305,20,0.0%,62.0%,A,3,1,2,0.206423611,0.5,1
366477,20,0.0%,62.0%,A,3,1,2,0.157378472,0.4,1
367728,20,0.0%,62.0%,A,3,1,2,0.190359375,0.4,1
315732,20,0.0%,62.0%,A,3,1,2,0.272631944,0.6,1
423816,20,0.0%,62.0%,A,3,1,2,0.215104167,0.5,1
358746,20,0.0%,62.0%,A,3,1,2,0.255052083,0.6,1
333478,20,0.0%,62.0%,A,3,1,2,0.369907407,0.9,1
394981,20,0.0%,62.0%,A,3,1,2,0.218981481,0.5,1
367872,20,0.0%,62.0%,A,3,1,2,0.251979167,0.6,1
314917,20,0.0%,62.0%,A,3,1,2,0.363671875,0.8,1
342257,20,0.0%,62.0%,A,3,1,2,0.325572917,0.8,1
312215,20,0.0%,62.0%,A,3,1,2,0.157849537,0.4,1
385225,20,0.0%,62.0%,A,3,1,2,0.331665509,0.8,1
232765,20,0.0%,62.0%,A,3,1,2,0.357178241,0.8,1
365834,20,0.0%,62.0%,A,3,1,2,0.29925,0.7,1
223943,20,0.0%,62.0%,A,3,1,2,0.328020833,0.8,1
306412,20,0.0%,62.0%,A,3,1,2,0.063428241,0.1,1
386704,20,0.0%,62.0%,A,3,1,2,0.27421875,0.6,1
269614,20,0.0%,62.0%,A,3,1,2,0.205427083,0.5,1
295029,20,0.0%,62.0%,A,3,1,2,0.345,0.8,1
342558,20,0.0%,62.1%,A,3,1,2,0.258125,0.6,1
394989,20,0.0%,62.1%,A,3,1,2,0.259375,0.6,1
386264,20,0.0%,62.1%,A,3,1,2,0.268125,0.6,1
387641,20,0.0%,62.1%,A,3,1,2,0.224456019,0.5,1
269555,20,0.0%,62.1%,A,3,1,2,0.23471875,0.5,1
393792,20,0.0%,62.1%,A,3,1,2,0.371838542,0.9,1
310869,20,0.0%,62.1%,A,3,1,2,0.229930556,0.5,1
429765,20,0.0%,62.1%,A,3,1,2,0.4376875,1.0,1
311573,20,0.0%,62.1%,A,3,1,2,0.257213542,0.6,1
257348,20,0.0%,62.1%,A,3,1,2,0.335,0.8,1
342587,20,0.0%,62.1%,A,3,1,2,0.366564236,0.8,1
273322,20,0.0%,62.1%,A,3,1,2,0.279739583,0.6,1
342598,20,0.0%,62.1%,A,3,1,2,0.358681134,0.8,1
273342,20,0.0%,62.1%,A,3,1,2,0.277604167,0.6,1
254272,20,0.0%,62.1%,A,3,1,2,0.2701875,0.6,1
370611,20,0.0%,62.1%,A,3,1,2,0.208478009,0.5,1
387671,20,0.0%,62.1%,A,3,1,2,0.128576389,0.3,1
348948,20,0.0%,62.1%,A,3,1,2,0.422159722,1.0,1
402750,20,0.0%,62.1%,A,3,1,2,0.358681134,0.8,1
388609,20,0.0%,62.1%,A,3,1,2,0.128576389,0.3,1
306272,20,0.0%,62.1%,A,3,1,2,0.0511875,0.1,1
374729,20,0.0%,62.1%,A,3,1,2,0.13225,0.3,1
289504,20,0.0%,62.1%,A,3,1,2,0.268125,0.6,1
379639,20,0.0%,62.1%,A,3,1,2,0.227840278,0.5,1
212179,20,0.0%,62.1%,A,3,1,2,0.277604167,0.6,1
344422,20,0.0%,62.1%,A,3,1,2,0.251497685,0.6,1
406808,20,0.0%,62.1%,A,3,1,2,0.070898148,0.2,1
386786,20,0.0%,62.1%,A,3,1,2,0.2603125,0.6,1
403460,20,0.0%,62.1%,A,3,1,2,0.372685185,0.9,1
336225,20,0.0%,62.1%,A,3,1,2,0.277604167,0.6,1
272954,20,0.0%,62.1%,A,3,1,2,0.28678125,0.7,1
392011,20,0.0%,62.1%,A,3,1,2,0.34125,0.8,1
296914,20,0.0%,62.1%,A,3,1,2,0.238715278,0.6,1
346809,20,0.0%,62.1%,A,3,1,2,0.141,0.3,1
403817,20,0.0%,62.1%,A,3,1,2,0.378388889,0.9,1
395411,20,0.0%,62.1%,A,3,1,2,0.372685185,0.9,1
431545,20,0.0%,62.1%,A,3,1,2,0.320756944,0.7,1
437289,20,0.0%,62.1%,A,3,1,2,0.134166667,0.3,1
340974,20,0.0%,62.1%,A,3,1,2,0.324977431,0.7,1
399879,20,0.0%,62.1%,A,3,1,2,0.347604167,0.8,1
386692,20,0.0%,62.1%,A,3,1,2,0.190125,0.4,1
346851,20,0.0%,62.1%,A,3,1,2,0.293015625,0.7,1
401631,20,0.0%,62.1%,A,3,1,2,0.426699074,1.0,1
337299,20,0.0%,62.1%,A,3,1,2,0.277604167,0.6,1
338377,20,0.0%,62.1%,A,3,1,2,0.372685185,0.9,1
311024,20,0.0%,62.1%,A,3,1,2,0.372685185,0.9,1
306458,20,0.0%,62.1%,A,3,1,2,0.066640046,0.2,1
373258,20,0.0%,62.1%,A,3,1,2,0.361261574,0.8,1
315923,20,0.0%,62.2%,A,3,1,2,0.227065972,0.5,1
232769,20,0.0%,62.2%,A,3,1,2,0.354512731,0.8,1
386697,20,0.0%,62.2%,A,3,1,2,0.191649306,0.4,1
395848,20,0.0%,62.2%,A,3,1,2,0.438722222,1.0,1
407190,20,0.0%,62.2%,A,3,1,2,0.192814236,0.4,1
393859,20,0.0%,62.2%,A,3,1,2,0.331665509,0.8,1
391072,20,0.0%,62.2%,A,3,1,2,0.361261574,0.8,1
389398,20,0.0%,62.2%,A,3,1,2,0.280989583,0.6,1
231127,20,0.0%,62.2%,A,3,1,2,0.226496528,0.5,1
442949,20,0.0%,62.2%,A,3,1,2,0.21328125,0.5,1
295871,20,0.0%,62.2%,A,3,1,2,0.247569444,0.6,1
370695,20,0.0%,62.2%,A,3,1,2,0.216513889,0.5,1
391142,20,0.0%,62.2%,A,3,1,2,0.442111111,1.0,1
311367,20,0.0%,62.2%,A,3,1,2,0.187777778,0.4,1
386700,20,0.0%,62.2%,A,3,1,2,0.251497685,0.6,1
384568,20,0.0%,62.2%,A,3,1,2,0.254114583,0.6,1
428599,20,0.0%,62.2%,A,3,1,2,0.285956019,0.7,1
310485,20,0.0%,62.2%,A,3,1,2,0.227065972,0.5,1
384828,20,0.0%,62.2%,A,3,1,2,0.2229375,0.5,1
404435,20,0.0%,62.2%,A,3,1,2,0.335,0.8,1
63434,20,0.0%,62.2%,A,3,1,2,0.186692708,0.4,1
147744,20,0.0%,62.2%,A,3,1,2,0.424305556,1.0,1
62412,20,0.0%,62.2%,A,3,1,2,0.2104375,0.5,1
137977,20,0.0%,62.2%,A,3,1,2,0.2660625,0.6,1
134459,20,0.0%,62.2%,A,3,1,2,0.081944444,0.2,1
127957,20,0.0%,62.2%,A,3,1,2,0.178046875,0.4,1
146027,20,0.0%,62.2%,A,3,1,2,0.348359375,0.8,1
67952,20,0.0%,62.2%,A,3,1,2,0.180972801,0.4,1
127819,20,0.0%,62.2%,A,3,1,2,0.068875,0.2,1
178597,20,0.0%,62.2%,A,3,1,2,0.374045139,0.9,1
67615,20,0.0%,62.2%,A,3,1,2,0.267974537,0.6,1
189949,20,0.0%,62.2%,A,3,1,2,0.276328125,0.6,1
182114,20,0.0%,62.2%,A,3,1,2,0.37878125,0.9,1
135374,20,0.0%,62.2%,A,3,1,2,0.162421875,0.4,1
69537,20,0.0%,62.2%,A,3,1,2,0.192708333,0.4,1
84845,20,0.0%,62.2%,A,3,1,2,0.2889375,0.7,1
208655,20,0.0%,62.2%,A,3,1,2,0.111015625,0.3,1
138415,20,0.0%,62.2%,A,3,1,2,0.3325,0.8,1
60360,20,0.0%,62.2%,A,3,1,2,0.22425,0.5,1
64296,20,0.0%,62.2%,A,3,1,2,0.2210625,0.5,1
81866,20,0.0%,62.2%,A,3,1,2,0.240885417,0.6,1
81935,20,0.0%,62.2%,A,3,1,2,0.224010417,0.5,1
147764,20,0.0%,62.2%,A,3,1,2,0.260719907,0.6,1
156807,20,0.0%,62.2%,A,3,1,2,0.388888889,0.9,1
207062,20,0.0%,62.2%,A,3,1,2,0.252388889,0.6,1
129277,20,0.0%,62.2%,A,3,1,2,0.094722222,0.2,1
198302,20,0.0%,62.2%,A,3,1,2,0.225001736,0.5,1
72087,20,0.0%,62.2%,A,3,1,2,0.1944375,0.4,1
65300,20,0.0%,62.2%,A,3,1,2,0.055878472,0.1,1
127341,20,0.0%,62.3%,A,3,1,2,0.069109954,0.2,1
72586,20,0.0%,62.3%,A,3,1,2,0.061140625,0.1,1
127367,20,0.0%,62.3%,A,3,1,2,0.130972222,0.3,1
134643,20,0.0%,62.3%,A,3,1,2,0.102690972,0.2,1
190024,20,0.0%,62.3%,A,3,1,2,0.331665509,0.8,1
124008,20,0.0%,62.3%,A,3,1,2,0.040555556,0.1,1
82299,20,0.0%,62.3%,A,3,1,2,0.485451389,1.1,1
146175,20,0.0%,62.3%,A,3,1,2,0.27225,0.6,1
81227,20,0.0%,62.3%,A,3,1,2,0.387673611,0.9,1
125489,20,0.0%,62.3%,A,3,1,2,0.092008681,0.2,1
179214,20,0.0%,62.3%,A,3,1,2,0.340314815,0.8,1
73008,20,0.0%,62.3%,A,3,1,2,0.042453125,0.1,1
128253,20,0.0%,62.3%,A,3,1,2,0.134907407,0.3,1
76435,20,0.0%,62.3%,A,3,1,2,0.355920139,0.8,1
72633,20,0.0%,62.3%,A,3,1,2,0.222979167,0.5,1
143497,20,0.0%,62.3%,A,3,1,2,0.137361111,0.3,1
179293,20,0.0%,62.3%,A,3,1,2,0.369201389,0.9,1
211808,20,0.0%,62.3%,A,3,1,2,0.0109375,0.0,1
159297,20,0.0%,62.3%,A,3,1,2,0.324608796,0.7,1
206975,20,0.0%,62.3%,A,3,1,2,0.111015625,0.3,1
159301,20,0.0%,62.3%,A,3,1,2,0.325572917,0.8,1
70807,20,0.0%,62.3%,A,3,1,2,0.264337384,0.6,1
75786,20,0.0%,62.3%,A,3,1,2,0.054363426,0.1,1
207068,20,0.0%,62.3%,A,3,1,2,0.263411458,0.6,1
57035,20,0.0%,62.3%,A,3,1,2,0.193721065,0.4,1
207487,20,0.0%,62.3%,A,3,1,2,0.227256944,0.5,1
159373,20,0.0%,62.3%,A,3,1,2,0.070506366,0.2,1
182108,20,0.0%,62.3%,A,3,1,2,0.367840278,0.8,1
65551,20,0.0%,62.3%,A,3,1,2,0.165018519,0.4,1
84695,20,0.0%,62.3%,A,3,1,2,0.072041667,0.2,1
